Protein Id	Gene Symbol	Description	Number of peptides	pex19_1	pex19_2	pex19msp1_1	pex19msp1_2	pex3_1	pex3_2	pex3_3	pex3msp1_1	pex3msp1_2	pex3msp1_3 
YGL009C	LEU1	"Isopropylmalate isomerase, catalyzes the second step in the leucine biosynthesis pathway"	39	10.0681	3.0707	7.5691	5.08115	9.72837	12.0841	14.508	10.5496	11.4504	15.8906
YGL010W	YGL010W	Putative protein of unknown function; YGL010W is not an essential gene	2	9.65623	5.79834	8.14186	8.71467	14.0822	13.2843	9.55218	10.8994	12.8763	6.99455
YGL011C	SCL1	Alpha 1 subunit of the 20S proteasome involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria	9	13.6504	3.83927	10.1517	5.58265	10.8807	8.9492	13.9603	11.9111	10.2118	10.8629
YGL012W	ERG4	"C-24(28) sterol reductase, catalyzes the final step in ergosterol biosynthesis; mutants are viable, but lack ergosterol"	3	10.5976	8.37364	8.54019	8.02637	11.2124	10.9061	9.52481	12.7231	9.14963	10.9462
YGL013C	PDR1	Zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes	2	9.24377	7.94258	9.50885	10.1911	10.0532	17.5027	5.31522	12.7408	11.2382	6.26361
YGL014W	PUF4	"Member of the PUF protein family, which is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"	3	11.1037	8.19756	9.39686	7.2129	10.1133	12.4258	9.93605	11.6546	12.0185	7.94075
YGL016W	KAP122	"Karyopherin beta, responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance"	1	8.99908	7.50237	7.20694	8.02471	12.6874	13.2492	10.87	9.06152	10.6392	11.7595
YGL018C	JAC1	"Specialized J-protein that functions with Hsp70 in Fe-S cluster biogenesis in mitochondria, involved in iron metabolism; contains a J domain typical to J-type chaperones; localizes to the mitochondrial matrix"	2	8.11485	16.4107	9.04712	17.9766	9.15239	10.3647	6.78742	7.34624	8.39416	6.40574
YGL019W	CKB1	"Beta regulatory subunit of casein kinase 2 (CK2), a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases"	1	12.2183	5.04403	9.74783	5.74226	12.1877	11.8971	8.95036	11.7799	10.7758	11.6567
YGL020C	GET1	Subunit of the GET complex; involved in insertion of proteins into the ER membrane; required for the retrieval of HDEL proteins from the Golgi to the ER in an ERD2 dependent fashion and for normal mitochondrial morphology and inheritance	7	10.4678	8.11131	9.51898	8.41334	11.8446	10.56	9.65028	10.287	11.9699	9.17688
YGL022W	STT3	"Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis"	20	11.0665	6.45437	9.47334	7.02813	9.56464	11.4664	11.419	11.1689	10.873	11.4858
YGL023C	PIB2	"Protein binding phosphatidylinositol 3-phosphate, involved in telomere-proximal repression of gene expression; similar to Fab1 and Vps27"	7	10.7245	6.7323	7.25078	6.87603	11.7748	11.0254	10.0935	11.0411	12.0739	12.4076
YGL026C	TRP5	"Tryptophan synthase, catalyzes the last step of tryptophan biosynthesis; regulated by the general control system of amino acid biosynthesis"	7	12.3062	5.53785	7.72616	5.59324	10.1013	11.581	13.3974	10.6139	11.4566	11.6865
YGL027C	CWH41	"Processing alpha glucosidase I, ER type II integral membrane N-glycoprotein involved in assembly of cell wall beta 1,6 glucan and asparagine-linked protein glycosylation; also involved in ER protein quality control and sensing of ER stress"	16	9.038	9.39151	11.8166	10.1537	8.61058	10.3134	9.56543	10.075	13.1245	7.91131
YGL030W	RPL30	"Protein component of the large (60S) ribosomal subunit, has similarity to rat L30 ribosomal protein; involved in pre-rRNA processing in the nucleolus; autoregulates splicing of its transcript"	7	12.8121	4.22458	10.7423	6.32692	10.6873	10.0554	12.3687	13.5365	9.89005	9.35612
YGL031C	RPL24A	"Ribosomal protein L30 of the large (60S) ribosomal subunit, nearly identical to Rpl24Bp and has similarity to rat L24 ribosomal protein; not essential for translation but may be required for normal translation rate"	8	12.7666	4.43787	10.7126	4.95296	14.287	8.20531	12.1208	11.3906	11.4241	9.7021
YGL037C	PNC1	"Nicotinamidase that converts nicotinamide to nicotinic acid as part of the NAD(+) salvage pathway, required for life span extension by calorie restriction; PNC1 expression responds to all known stimuli that extend replicative life span"	8	13.5738	2.56836	10.7227	4.29129	12.8977	9.83144	12.6167	10.658	11.4496	11.3904
YGL038C	OCH1	"Mannosyltransferase of the cis-Golgi apparatus, initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins"	4	11.1854	4.57751	7.74578	5.1965	13.7647	10.4467	11.0909	11.7549	11.8895	12.3481
YGL040C	HEM2	"Aminolevulinate dehydratase, a homo-octameric enzyme, catalyzes the conversion of 5-aminolevulinate to porphobilinogen, the second step in heme biosynthesis; enzymatic activity is zinc-dependent; localizes to the cytoplasm and nucleus"	5	13.416	2.22465	8.03939	4.88314	9.46403	9.47333	14.9448	14.7525	10.2244	12.5777
YGL041W-A	YGL041W-A	"Putative protein of unknown function, conserved in fungi; identified by expression profiling and mass spectrometry"	3	8.13352	16.9222	7.15877	18.0447	10.8924	9.77468	6.64237	8.59495	6.94325	6.89318
YGL043W	DST1	"General transcription elongation factor TFIIS, enables RNA polymerase II to read through blocks to elongation by stimulating cleavage of nascent transcripts stalled at transcription arrest sites"	8	8.98508	4.72815	9.08264	5.51055	11.8339	9.33805	10.7499	13.5964	11.2795	14.8958
YGL045W	RIM8	Protein involved in proteolytic activation of Rim101p in response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family	2	12.2157	8.23144	10.3512	6.23883	9.54852	10.237	9.29105	9.91353	13.1748	10.7979
YGL047W	ALG13	"Catalytic component of UDP-GlcNAc transferase, required for the second step of dolichyl-linked oligosaccharide synthesis; anchored to the ER membrane via interaction with Alg14p; similar to bacterial and human glycosyltransferases"	5	11.2345	7.90295	10.2658	8.54463	10.0016	11.2804	9.99996	10.617	10.7618	9.39126
YGL048C	RPT6	One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle	5	13.0491	3.29633	9.46953	5.2567	12.5238	9.91796	12.1263	11.9622	11.0408	11.3572
YGL049C	TIF4632	"Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); homologous to Tif4631p"	4	10.5736	5.16066	12.7524	6.30835	12.1273	9.98739	9.71101	11.3904	14.0271	7.96183
YGL055W	OLE1	"Delta(9) fatty acid desaturase, required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria"	11	9.72816	9.47937	12.6077	9.01816	10.1714	10.7804	9.02356	8.55191	12.8562	7.78324
YGL056C	SDS23	"One of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein, which is implicated in APC/cyclosome regulation; involved in cell separation during budding"	2	14.0801	5.57306	7.22758	7.16422	10.3532	14.6882	9.42098	10.4949	11.1999	9.79788
YGL057C	GEP7	"Protein of unknown function; null mutant exhibits a respiratory growth defect and synthetic interactions with prohibitin (phb1) and gem1; authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	13	8.39697	13.2265	9.72096	13.8946	9.06532	8.69029	8.93663	10.8849	7.16707	10.0167
YGL059W	PKP2	Mitochondrial protein kinase that negatively regulates activity of the pyruvate dehydrogenase complex by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp1p and phosphatases Ptc5p and Ptc6p	14	9.5443	15.561	11.1769	14.0912	7.75074	10.491	8.20344	7.85424	8.33243	6.99473
YGL060W	YBP2	Central kinetochore associated protein that mediates mitotic progression; interacts with several central kinetochore proteins and the centromeric histone Cse4p; role in resistance to oxidative stress; similarity to Ybp1p and Slk19p	2	8.10276	11.5606	9.44156	9.47894	9.17157	13.89	8.48578	9.54254	12.4923	7.83387
YGL062W	PYC1	"Pyruvate carboxylase isoform, cytoplasmic enzyme that converts pyruvate to oxaloacetate; highly similar to isoform Pyc2p but differentially regulated; mutations in the human homolog are associated with lactic acidosis"	6	11.9504	4.46363	7.65368	5.22153	10.5875	11.2328	12.6008	10.6072	10.8449	14.8374
YGL063W	PUS2	"Mitochondrial tRNA:pseudouridine synthase; acts at positions 27 and 28, but not at position 72; efficiently and rapidly targeted to mitochondria, specifically dedicated to mitochondrial tRNA modification"	3	9.32699	12.8029	10.9061	13.8181	7.99032	9.71045	8.87279	8.40094	9.41552	8.75586
YGL064C	MRH4	"Mitochondrial ATP-dependent RNA helicase of the DEAD-box family, plays an essential role in mitochondrial function"	24	9.07943	13.2887	10.6523	13.5526	8.20555	9.04252	9.468	9.57428	7.56127	9.57528
YGL065C	ALG2	Mannosyltransferase that catalyzes two consecutive steps in the N-linked glycosylation pathway; alg2 mutants exhibit temperature-sensitive growth and abnormal accumulation of the lipid-linked oligosaccharide Man2GlcNAc2-PP-Dol	16	9.87822	7.00898	9.37332	8.44969	11.2411	12.926	9.16493	10.9553	13.2772	7.72527
YGL066W	SGF73	SAGA complex subunit; has a role in anchoring the deubiquitination module into SAGA and SLIK complexes; involved in preinitiation complex assembly at promoters; human ortholog ataxin-7 is associated with spinocerebellar ataxia diseases; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay	2	9.01606	5.15257	9.16786	5.54243	13.8207	7.71663	8.31217	16.1633	11.3235	13.7847
YGL067W	NPY1	"NADH diphosphatase (pyrophosphatase), hydrolyzes the pyrophosphate linkage in NADH and related nucleotides; localizes to peroxisomes"	4	11.3311	8.54895	9.1191	8.6831	9.8775	9.42136	11.5002	10.6937	8.40768	12.4173
YGL068W	MNP1	Protein associated with the mitochondrial nucleoid; putative mitochondrial ribosomal protein with similarity to E. coli L7/L12 ribosomal protein; required for normal respiratory growth	23	9.10887	14.5326	9.56229	12.5549	10.8531	7.50146	7.31258	8.7993	8.87899	10.8959
YGL073W	HSF1	"Trimeric heat shock transcription factor, activates multiple genes in response to stresses that include hyperthermia; recognizes variable heat shock elements (HSEs) consisting of inverted NGAAN repeats; posttranslationally regulated"	1	11.8115	5.68702	10.7102	5.95484	13.172	7.78605	8.24372	14.4013	8.44263	13.7907
YGL075C	MPS2	"Essential membrane protein localized at the nuclear envelope and spindle pole body (SPB), required for insertion of the newly duplicated SPB into the nuclear envelope; potentially phosphorylated by Cdc28p"	4	10.5787	4.59829	6.21525	5.91839	11.8319	10.1799	16.2092	10.8292	8.80394	14.8352
YGL076C	RPL7A	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl7Bp and has similarity to E. coli L30 and rat L7 ribosomal proteins; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2)"	16	12.1596	4.95829	8.81637	6.93502	16.013	9.22093	9.65163	13.2797	10.3112	8.65431
YGL078C	DBP3	Putative ATP-dependent RNA helicase of the DEAD-box family involved in ribosomal biogenesis	9	11.4109	5.82767	9.52061	5.12062	13.3297	12.1707	8.98367	10.9135	13.3257	9.39688
YGL079W	KXD1	Putative protein of unknown function; likely member of BLOC complex involved in endosomal cargo sorting; null mutant is sensitive to drug inducing secretion of vacuolar cargo; GFP-fusion protein localizes to the endosome	1	8.74319	15.6274	9.54909	10.5769	10.847	8.87067	9.54327	7.33395	6.89505	12.0135
YGL082W	YGL082W	Putative protein of unknown function; predicted prenylation/proteolysis target of Afc1p and Rce1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YGL082W is not an essential gene	8	10.9061	8.16914	11.8849	6.48806	11.8091	11.2151	8.25261	10.6341	11.3608	9.28014
YGL083W	SCY1	"Putative kinase, suppressor of GTPase mutant, similar to bovine rhodopsin kinase"	10	10.1978	6.81705	8.97431	7.70323	11.5671	11.0819	9.39161	11.2351	12.2867	10.7451
YGL084C	GUP1	Plasma membrane protein involved in remodeling GPI anchors; member of the MBOAT family of putative membrane-bound O-acyltransferases; proposed to be involved in glycerol transport	7	10.1478	6.94101	9.28876	8.30168	9.87377	12.0828	11.2978	10.5498	11.1798	10.3369
YGL085W	LCL3	Putative protein of unknown function; mutant has long chronological lifespan; has homology to Staphylococcus aureus nuclease; GFP-fusion protein localizes to mitochondria; is induced in response to the DNA-damaging agent MMS	6	9.857	11.7626	9.9844	12.0678	7.93764	9.91669	11.0098	9.56753	7.41238	10.4841
YGL087C	MMS2	"Ubiquitin-conjugating enzyme variant involved in error-free postreplication repair; forms a heteromeric complex with Ubc13p, an active ubiquitin-conjugating enzyme; cooperates with chromatin-associated RING finger proteins, Rad18p and Rad5p"	3	12.035	5.6759	8.24543	4.98969	10.1407	9.4097	13.2438	11.5618	12.4841	12.2138
YGL091C	NBP35	Essential iron-sulfur cluster binding protein localized in the cytoplasm; forms a complex with Cfd1p that is involved in iron-sulfur protein assembly in the cytosol; similar to P-loop NTPases	1	14.3874	3.0459	7.07677	4.98703	15.3184	6.87091	12.3766	14.2321	7.77392	13.9311
YGL092W	NUP145	"Essential nucleoporin, subunit of the Nup84p subcomplex; catalyzes its own cleavage in vivo to generate a C-terminal fragment that assembles into the Nup84p subcomplex of the nuclear pore complex, and an N-terminal fragment of unknown function that is homologous to Nup100p; the Nup84 subcomplex has a role in transcription elongation"	9	8.84423	9.2327	9.07848	7.8909	10.556	12.4472	8.92282	10.1224	12.6088	10.2964
YGL094C	PAN2	"Essential subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex, which acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes"	1	10.4542	4.50907	9.88941	5.41218	13.278	10.7109	10.8079	12.5386	11.327	11.0726
YGL095C	VPS45	"Protein of the Sec1p/Munc-18 family, essential for vacuolar protein sorting; required for the function of Pep12p and the early endosome/late Golgi SNARE Tlg2p; essential for fusion of Golgi-derived vesicles with the prevacuolar compartment"	3	9.15137	7.61352	8.90772	8.86012	11.1136	14.567	10.0823	8.82266	13.3409	7.54087
YGL097W	SRM1	"Nucleotide exchange factor for Gsp1p, localizes to the nucleus, required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p"	9	9.39471	5.12329	9.1085	5.49602	12.9227	7.07114	8.92639	18.3247	9.48782	14.1448
YGL098W	USE1	"Essential SNARE protein localized to the ER, involved in retrograde traffic from the Golgi to the ER; forms a complex with the SNAREs Sec22p, Sec20p and Ufe1p"	3	10.6887	5.95658	11.4415	7.27454	12.0313	11.2729	10.078	9.60915	13.5251	8.1223
YGL099W	LSG1	Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm	5	10.2914	9.27808	10.5756	9.23699	10.2593	10.9439	10.0139	9.83342	9.66565	9.90181
YGL100W	SEH1	"Nuclear pore protein of the conserved Nup84p complex (Nup84p, Nup85p, Nup120p, Nup145p, and Seh1p); part of the SEA (Seh1-associated) complex, a coatamer-related complex that associates dynamically with the vacuole; homologous to Sec13p; the Nup84 subcomplex has a role in transcription elongation"	2	11.8758	4.00207	8.63791	5.69985	9.71545	11.1314	11.9679	13.4517	10.5979	12.92
YGL101W	YGL101W	Putative protein of unknown function; non-essential gene with similarity to YBR242W; interacts with the DNA helicase Hpr5p	1	10.5898	5.20947	7.91946	10.2072	11.6592	9.0872	11.2012	13.603	9.53549	10.9879
YGL103W	RPL28	"Ribosomal protein of the large (60S) ribosomal subunit, has similarity to E. coli L15 and rat L27a ribosomal proteins; may have peptidyl transferase activity; can mutate to cycloheximide resistance"	21	12.2804	4.34564	10.4446	5.59318	12.7928	9.20185	11.1923	12.9822	10.4964	10.6707
YGL104C	VPS73	Mitochondrial protein; mutation affects vacuolar protein sorting; putative transporter; member of the sugar porter family	1	11.9401	6.12829	9.45087	7.29899	9.88722	13.5973	8.4329	11.6643	12.5146	9.0855
YGL105W	ARC1	"Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases (Mes1p and Gus1p), delivering tRNA to them, stimulating catalysis, and ensuring their localization to the cytoplasm; also binds quadruplex nucleic acids"	19	11.569	6.23698	8.50756	6.56129	11.6017	9.10151	12.4003	11.036	10.5226	12.4631
YGL106W	MLC1	"Essential light chain for Myo1p, light chain for Myo2p; stabilizes Myo2p by binding to the neck region; interacts with Myo1p, Iqg1p, and Myo2p to coordinate formation and contraction of the actomyosin ring with targeted membrane deposition"	7	10.2566	5.44723	7.71975	7.08681	14.2788	12.5367	9.07451	11.7811	12.2257	9.59276
YGL107C	RMD9	Mitochondrial protein required for respiratory growth; mutant phenotype and genetic interactions suggest a role in delivering mt mRNAs to ribosomes; located on matrix face of the inner membrane and loosely associated with mitoribosomes	23	9.30917	14.579	10.8877	15.8932	7.62628	9.65784	8.1488	8.94351	7.74037	7.2142
YGL108C	YGL108C	"Protein of unknown function, predicted to be palmitoylated; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery"	2	9.97257	8.49635	9.4321	7.49595	17.965	12.3216	3.46269	11.1293	15.2788	4.44564
YGL111W	NSA1	"Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis"	3	11.7391	5.45826	9.90463	5.75057	11.9772	9.65769	11.6238	11.0651	10.7256	12.098
YGL112C	TAF6	"Subunit (60 kDa) of TFIID and SAGA complexes, involved in transcription initiation of RNA polymerase II and in chromatin modification, similar to histone H4"	8	10.1825	6.0274	10.1254	6.72834	13.3878	8.57891	7.94425	14.3238	11.935	10.7666
YGL113W	SLD3	"Protein involved in the initiation of DNA replication, required for proper assembly of replication proteins at the origins of replication; interacts with Cdc45p"	1	8.64416	8.7603	8.17514	5.50567	12.3794	13.9916	7.11807	11.4536	13.659	10.3131
YGL114W	YGL114W	Putative protein of unknown function; predicted member of the oligopeptide transporter (OPT) family of membrane transporters	4	13.9564	4.3455	8.55574	5.67551	11.3877	8.62138	12.7838	11.4486	8.49277	14.7326
YGL115W	SNF4	"Activating gamma subunit of the AMP-activated Snf1p kinase complex (contains Snf1p and a Sip1p/Sip2p/Gal83p family member); activates glucose-repressed genes, represses glucose-induced genes; role in sporulation, and peroxisome biogenesis"	4	11.0421	4.65925	7.84421	5.93496	11.7636	11.5323	12.5628	12.7384	9.87555	12.0468
YGL117W	YGL117W	Putative protein of unknown function	2	11.556	8.18416	5.82594	7.97058	14.9393	10.4057	6.97269	14.7256	11.0821	8.33796
YGL119W	COQ8	"Protein required for ubiquinone (coenzyme Q) biosynthesis and for respiratory growth; exhibits genetic interaction with COQ9, suggesting a common function; similar to prokaryotic proteins involved in early steps of ubiquinone biosynthesis"	16	9.32703	13.5548	10.9033	13.0757	8.76497	9.01409	8.66516	8.74999	10.2715	7.67346
YGL120C	PRP43	"RNA helicase in the DEAH-box family, functions in both RNA polymerase I and polymerase II transcript metabolism, involved in release of the lariat-intron from the spliceosome"	4	11.8222	5.67764	10.6672	5.85179	12.2131	10.5715	10.492	12.9481	11.6104	8.14605
YGL121C	GPG1	Proposed gamma subunit of the heterotrimeric G protein that interacts with the receptor Gpr1p; involved in regulation of pseudohyphal growth; requires Gpb1p or Gpb2p to interact with Gpa2p; overproduction causes prion curing	1	9.14964	5.52316	5.01016	8.12128	13.0792	12.4213	8.65037	16.3084	13.2227	8.5138
YGL123W	RPS2	"Protein component of the small (40S) subunit, essential for control of translational accuracy; phosphorylation by C-terminal domain kinase I (CTDK-I) enhances translational accuracy; methylated on one or more arginine residues by Hmt1p"	12	14.1909	3.7794	11.2535	5.20258	10.8161	9.08633	12.5249	12.8284	10.9515	9.36641
YGL125W	MET13	"Major isozyme of methylenetetrahydrofolate reductase, catalyzes the reduction of 5,10-methylenetetrahydrofolate to 5-methyltetrahydrofolate in the methionine biosynthesis pathway"	2	9.45267	6.23226	6.56184	8.60195	7.10318	16.8604	10.5722	9.31428	13.0395	12.2617
YGL126W	SCS3	"Protein required for inositol prototrophy, identified as an ortholog of the FIT family of proteins involved in triglyceride droplet biosynthesis; disputed role in the synthesis of inositol phospholipids from inositol"	4	9.70522	6.79478	10.9131	10.3576	7.92309	12.7366	9.45218	10.6554	13.6275	7.83454
YGL129C	RSM23	"Mitochondrial ribosomal protein of the small subunit, has similarity to mammalian apoptosis mediator proteins; null mutation prevents induction of apoptosis by overproduction of metacaspase Mca1p"	46	9.1599	15.365	10.2872	13.076	8.5394	8.21379	9.77531	8.44775	7.48219	9.65342
YGL130W	CEG1	"Alpha (guanylyltransferase) subunit of the mRNA capping enzyme, a heterodimer (the other subunit is CET1, an RNA 5'-triphosphatase) involved in adding the 5' cap to mRNA; the mammalian enzyme is a single bifunctional polypeptide"	1	12.0252	6.3386	11.3614	7.25685	12.1688	10.2275	8.68928	13.2511	9.44006	9.24118
YGL133W	ITC1	"Subunit of the ATP-dependent Isw2p-Itc1p chromatin remodeling complex, required for repression of a-specific genes, repression of early meiotic genes during mitotic growth, and repression of INO1; similar to mammalian Acf1p, the regulatory subunit of the mammalian ATP-utilizing chromatin assembly and modifying factor (ACF) complex"	7	6.82477	12.1501	11.5724	15.5728	8.22659	10.3462	5.90105	12.303	9.96887	7.1342
YGL135W	RPL1B	"N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl1Ap and has similarity to E. coli L1 and rat L10a ribosomal proteins; rpl1a rpl1b double null mutation is lethal"	7	12.8107	4.18219	9.86485	5.94516	12.5466	9.64394	10.7389	14.2531	9.76537	10.2492
YGL136C	MRM2	"Mitochondrial 2' O-ribose methyltransferase, required for methylation of U(2791) in 21S rRNA; MRM2 deletion confers thermosensitive respiration and loss of mitochondrial DNA; has similarity to Spb1p and Trm7p, and to E. coli FtsJ/RrmJ"	3	9.11297	14.3261	10.0972	13.6656	9.07353	9.22358	8.83565	8.65318	8.45276	8.55945
YGL137W	SEC27	"Essential beta'-coat protein of the COPI coatomer, involved in ER-to-Golgi and Golgi-to-ER transport; contains WD40 domains that mediate cargo selective interactions; 45% sequence identity to mammalian beta'-COP"	12	12.8446	4.97882	11.7927	5.8831	10.3962	9.9585	11.8966	11.921	11.2647	9.06388
YGL139W	FLC3	"Putative FAD transporter, similar to Flc1p and Flc2p; localized to the ER"	4	13.3064	6.35208	11.0369	5.52768	14.1817	9.78371	9.31116	11.0245	10.3661	9.10987
YGL140C	YGL140C	Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains	10	10.262	7.53042	9.4142	7.73194	10.9558	10.9795	10.8419	10.0275	12.6925	9.56421
YGL141W	HUL5	"Multiubiquitin chain assembly factor (E4); proteasome processivity factor that elongates polyUb chains on substrates, opposing Ubp6p, a branched polyubiquitin protease; required for retrograde transport of misfolded proteins during ERAD"	1	10.2578	5.37595	6.23184	6.91074	13.1739	15.8215	9.16123	10.8562	12.6566	9.55428
YGL142C	GPI10	"Integral membrane protein involved in glycosylphosphatidylinositol (GPI) anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the GPI core structure; human PIG-Bp is a functional homolog"	6	10.73	5.75164	9.35243	9.19247	9.10316	12.0658	11.0116	11.3597	11.1735	10.2597
YGL143C	MRF1	"Mitochondrial translation release factor, involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation; lack of MRF1 causes mitochondrial genome instability"	10	9.23224	15.5203	10.9434	13.963	8.1424	8.65665	8.0683	8.64438	8.96693	7.86236
YGL145W	TIP20	Peripheral membrane protein required for fusion of COPI vesicles with the ER; prohibits back-fusion of COPII vesicles with the ER; forms a tethering complex with Sec39p and Dsl1p that interacts with ER SNAREs Sec20p and Use1p	11	9.25269	7.4346	10.4381	9.63625	10.0856	13.2431	9.53915	10.3386	12.9007	7.13128
YGL146C	RRT6	"Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; contains two putative transmembrane spans, but no significant homology to other known proteins"	2	10.4896	6.76806	8.90784	7.20781	9.67322	11.3	10.4125	10.4654	13.2543	11.5214
YGL147C	RPL9A	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl9Bp and has similarity to E. coli L6 and rat L9 ribosomal proteins"	14	13.1691	4.52088	11.1379	5.51156	12.2091	8.95107	11.6946	12.6581	10.2057	9.94202
YGL148W	ARO2	"Bifunctional chorismate synthase and flavin reductase, catalyzes the conversion of 5-enolpyruvylshikimate 3-phosphate (EPSP) to form chorismate, which is a precursor to aromatic amino acids"	14	12.2776	4.21077	9.36478	5.00972	13.3607	8.92566	11.4024	12.0895	10.7103	12.6485
YGL150C	INO80	"ATPase and nucleosome spacing factor, subunit of complex containing actin and actin-related proteins that has chromatin remodeling activity and 3' to 5' DNA helicase activity in vitro; has a role in modulating stress gene transcription"	11	9.31075	8.02987	9.12346	7.00033	15.075	7.90774	7.39936	14.697	10.1427	11.3138
YGL151W	NUT1	"Component of the RNA polymerase II mediator complex, which is required for transcriptional activation and also has a role in basal transcription"	2	10.7651	4.93181	9.58998	6.22975	13.4654	9.82309	9.57724	13.9388	10.5777	11.1011
YGL153W	PEX14	"Peroxisomal membrane peroxin that is a central component of the peroxisomal protein import machinery; interacts with both PTS1 (Pex5p) and PTS2 (Pex7p), peroxisomal matrix protein signal recognition factors and membrane receptor Pex13p"	10	9.13604	14.3792	11.5338	17.4996	12.3596	6.15143	5.74348	8.16929	7.3437	7.68387
YGL156W	AMS1	"Vacuolar alpha mannosidase, involved in free oligosaccharide (fOS) degradation; delivered to the vacuole in a novel pathway separate from the secretory pathway"	63	8.97809	5.92746	7.44498	7.03373	8.57881	13.4247	12.2942	9.76959	14.9474	11.601
YGL159W	YGL159W	Putative protein of unknown function; deletion mutant has no detectable phenotype	1	12.2968	2.77201	7.30335	4.77247	11.1971	11.0714	12.7928	12.4379	12.1535	13.2028
YGL160W	AIM14	"Protein with similarity to iron/copper reductases (FRE1-8), possibly involved in iron homeostasis; may interact with ribosomes; null mutant displays elevated frequency of mitochondrial genome loss"	2	11.1029	4.58136	8.19384	6.32768	11.9354	12.452	9.55453	11.1188	13.2905	11.443
YGL167C	PMR1	High affinity Ca2+/Mn2+ P-type ATPase required for Ca2+ and Mn2+ transport into Golgi; involved in Ca2+ dependent protein sorting and processing; mutations in human homolog ATP2C1 cause acantholytic skin condition Hailey-Hailey disease	24	12.0816	5.68754	8.9015	6.11572	12.8489	11.6687	9.19838	11.0428	13.6295	8.82543
YGL169W	SUA5	"Single-stranded telomeric DNA-binding protein, required for normal telomere length; null mutant lacks N6-threonylcarbamoyl adenosine (t6A) modification in the anticodon loop of ANN-decoding tRNA; member of conserved YrdC/Sua5 family"	2	8.11133	14.273	11.3735	11.8308	8.63919	10.0471	8.40687	8.06475	10.3699	8.88348
YGL171W	ROK1	ATP-dependent RNA helicase of the DEAD box family; required for 18S rRNA synthesis	9	10.2236	5.93848	11.7405	6.91348	11.5012	10.3961	10.596	11.036	12.0734	9.58136
YGL172W	NUP49	"Subunit of the Nsp1p-Nup57p-Nup49p-Nic96p subcomplex of the nuclear pore complex (NPC), required for nuclear export of ribosomes"	6	11.4281	5.59745	6.68403	4.96271	12.8731	7.74739	17.2748	10.6295	6.20723	16.5956
YGL173C	XRN1	"Evolutionarily-conserved 5'-3' exonuclease component of cytoplasmic processing (P) bodies involved in mRNA decay; plays a role in microtubule-mediated processes, filamentous growth, ribosomal RNA maturation, and telomere maintenance"	35	9.6981	5.57487	14.3431	6.97863	9.88564	10.3066	10.3377	11.4595	13.3894	8.02649
