Protein Id	Gene Symbol	Description	Number of peptides	2726_1	2726_2	2726_3	2726_4	2726_5	2995_1	2995_2	2995_3	2995_6	2995_7 
YDR067C	OCA6	"Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying positive-strand RNA virus replication; null mutation confers sensitivity to tunicamycin and DTT"	1	77.2932	59.9817	53.3381	34.676	59.0599	72.8141	91.1219	97.8739	56.5193	35.0643
YDR068W	DOS2	"Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"	2	31.9342	92.5323	107.901	60.0098	48.356	83.4854	49.8907	36.8883	70.1682	49.8235
YDR069C	DOA4	"Ubiquitin isopeptidase, required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins en route to the vacuole"	9	1153.3	616.898	615.611	766.463	601.614	1129.12	2195.96	2334.12	994.201	792.067
YDR070C	FMP16	"Putative protein of unknown function; proposed to be involved in responding to conditions of stress; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	12	414.334	1193.88	1324.3	1967.72	954.124	1028.24	1089.86	804.454	1155.48	2441.63
YDR071C	PAA1	"Polyamine acetyltransferase; acetylates polyamines (e.g. putrescine, spermidine, spermine) and also aralkylamines (e.g. tryptamine, phenylethylamine); may be involved in transcription and/or DNA replication"	19	2444.4	2056.29	2116.37	1102.31	1545.6	2832.8	3384.29	3709.49	2529.27	1418.99
YDR074W	TPS2	"Phosphatase subunit of the trehalose-6-phosphate synthase/phosphatase complex, which synthesizes the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway"	20	2069.56	1441.61	1364.21	775.311	1027.74	2057.13	3100.32	3062.04	1197.82	784.665
YDR079W	PET100	"Chaperone that specifically facilitates the assembly of cytochrome c oxidase, integral to the mitochondrial inner membrane; interacts with a subcomplex of subunits VII, VIIa, and VIII (Cox7p, Cox9p, and Cox8p) but not with the holoenzyme"	3	365.789	228.284	370.838	355.519	436.15	282.224	290.879	294.506	464.263	472.289
YDR080W	VPS41	Vacuolar membrane protein that is a subunit of the homotypic vacuole fusion and vacuole protein sorting (HOPS) complex; essential for membrane docking and fusion at the Golgi-to-endosome and endosome-to-vacuole stages of protein transport	5	571.037	557.723	504.868	404.254	478.508	672.774	619.369	631.622	560.585	538.278
YDR081C	PDC2	"Transcription factor required for the synthesis of the glycolytic enzyme pyruvate decarboxylase, required for high level expression of both the THI and the PDC genes"	4	893.602	572.101	335.329	310.276	597.461	480.494	547.329	592.176	341.427	280.304
YDR083W	RRP8	"Nucleolar protein involved in rRNA processing, pre-rRNA cleavage at site A2; also involved in telomere maintenance; mutation is synthetically lethal with a gar1 mutation"	4	978.521	463.137	505.796	486.552	506.279	709.289	1238.33	1262.47	418.268	470.024
YDR084C	TVP23	Integral membrane protein localized to late Golgi vesicles along with the v-SNARE Tlg2p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern	3	652.811	409.989	227.578	125.015	302.737	400.381	578.264	612.141	237.308	148.979
YDR086C	SSS1	"Subunit of the Sec61p translocation complex (Sec61p-Sss1p-Sbh1p) that forms a channel for passage of secretory proteins through the endoplasmic reticulum membrane, and of the Ssh1p complex (Ssh1p-Sbh2p-Sss1p); interacts with Ost4p and Wbp1p"	11	983.152	1534.57	1163.63	1249.15	1123.41	1014.85	689.264	723.625	1059.32	1380.72
YDR087C	RRP1	"Essential evolutionarily conserved nucleolar protein necessary for biogenesis of 60S ribosomal subunits and processing of pre-rRNAs to mature rRNAs, associated with several distinct 66S pre-ribosomal particles"	1	105.745	138.578	135.27	79.8788	94.9988	123.096	97.2673	81.3283	88.5375	78.3978
YDR089W	YDR089W	Protein of unknown function; deletion confers resistance to Nickel	2	58.6429	110.972	107.46	145.45	90.1162	127.649	62.9651	49.3469	95.7768	282.509
YDR091C	RLI1	Essential iron-sulfur protein required for ribosome biogenesis and translation initiation and termination; facilitates binding of a multifactor complex (MFC) of initiation factors to the small ribosomal subunit; predicted ABC family ATPase	15	1956.27	1506.14	1318.6	848.823	1214.07	1710.01	1911.59	1988.74	1357.85	875.865
YDR092W	UBC13	Ubiquitin-conjugating enzyme involved in the error-free DNA postreplication repair pathway; interacts with Mms2p to assemble ubiquitin chains at the Ub Lys-63 residue; DNA damage triggers redistribution from the cytoplasm to the nucleus	1	48.5166	159.659	153.063	73.9447	78.5418	184.396	72.4715	66.4087	112.679	72.4224
YDR093W	DNF2	"Aminophospholipid translocase (flippase) that localizes primarily to the plasma membrane; contributes to endocytosis, protein transport and cell polarity; type 4 P-type ATPase"	20	2710.52	2774.93	2215.77	1890.09	2264.4	2661.87	2364.75	2208.35	2349.06	2161.88
YDR096W	GIS1	"JmjC domain-containing histone demethylase and transcription factor; involved in expression of genes during nutrient limitation; negatively regulates DPP1 and PHR1; activity is modulated by limited proteasome-mediated proteolysis; has a JmjC and a JmjN domain in the N-terminal region that interact, promoting Gis1p stability and proper transcriptional activity; contains transactivating domains TAD1 and TAD2 downstream of the Jmj domains and a C-terminal DNA binding domain"	1	216.573	248.929	221.849	193.133	233.513	231.043	229.645	223.819	179.262	166.526
YDR097C	MSH6	"Protein required for mismatch repair in mitosis and meiosis, forms a complex with Msh2p to repair both single-base & insertion-deletion mispairs; potentially phosphorylated by Cdc28p"	3	101.433	74.8956	80.4316	129.161	102.028	96.4655	109.54	116.637	112.127	194.626
YDR098C	GRX3	Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase; monothiol glutaredoxin subfamily member along with Grx4p and Grx5p; protects cells from oxidative damage	2	188.501	350.664	421.688	162.83	206.192	363.84	250.372	200.83	321.308	152.625
YDR099W	BMH2	"14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling"	20	1652.16	4023.23	4276.89	2743.11	2116.75	4230.04	2097.42	2162.58	3063.77	2568.63
YDR101C	ARX1	Shuttling pre-60S factor; involved in the biogenesis of ribosomal large subunit biogenesis; interacts directly with Alb1; responsible for Tif6 recycling defects in absence of Rei1; associated with the ribosomal export complex	4	380.579	304.706	347.819	310.347	277.098	365.911	344.486	372.782	288.606	260.953
YDR104C	SPO71	"Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis"	1	34.169	62.8454	71.2825	52.5137	40.9078	61.7285	36.7417	32.0283	66.9305	60.6534
YDR105C	TMS1	"Vacuolar membrane protein of unknown function that is conserved in mammals; predicted to contain eleven transmembrane helices; interacts with Pdr5p, a protein involved in multidrug resistance"	2	456.782	436.189	245.619	140.687	333.113	463.597	424.259	517.499	256.387	151.133
YDR107C	TMN2	Protein with a role in cellular adhesion and filamentous growth; similar to Emp70p and Tmn3p; member of the evolutionarily conserved Transmembrane Nine family of proteins with nine membrane-spanning segments	4	324.833	228.603	168.017	115.24	217.65	237.039	281.831	289.238	173.254	118.82
YDR108W	TRS85	"Subunit of TRAPPIII (transport protein particle), a multimeric guanine nucleotide-exchange factor for Ypt1p, required for membrane expansion during autophagy and the CVT pathway; directs Ypt1p to the PAS; late post-replication meiotic role"	4	434.412	178.463	134.384	105.923	208.179	212.065	287.494	314.25	132.653	94.3991
YDR110W	FOB1	"Nucleolar protein that binds the rDNA replication fork barrier (RFB) site; required for replication fork blocking, recombinational hotspot activity, condensin recruitment to RFB and rDNA repeat segregation; related to retroviral integrases"	1	41.3173	39.809	32.6573	54.0336	34.0293	42.937	35.7916	43.1556	45.1608	58.6528
YDR111C	ALT2	Putative alanine transaminase (glutamic pyruvic transaminase)	3	582.248	300.85	214.688	202.527	383.273	193.72	285.177	308.264	189.365	137.489
YDR115W	YDR115W	"Putative mitochondrial ribosomal protein of the large subunit, has similarity to E. coli L34 ribosomal protein; required for respiratory growth, as are most mitochondrial ribosomal proteins"	4	441.946	325.417	447.615	484.489	513.11	370.071	414.611	414.877	669.433	727.332
YDR116C	MRPL1	Mitochondrial ribosomal protein of the large subunit	32	7042.46	4174.6	5091.06	6213.91	6419.07	4578.88	5437.22	5693.7	6516.68	6825.68
YDR117C	TMA64	"Protein of unknown function that associates with ribosomes; has a putative RNA binding domain; in mammals the corresponding protein, eIF2D, has been shown to possess translation initiation factor activity"	3	169.404	178.119	190.023	90.6417	125.206	212.862	207.259	214.496	122.764	75.1258
YDR119W-A	YDR119W-A	Putative protein of unknown function; may interact with respiratory chain complexes III (ubiquinol-cytochrome c reductase) or IV (cytochrome c oxidase)	5	339.74	157.848	272.651	214.792	231.581	255.669	309.785	318.875	405.109	318.897
YDR120C	TRM1	"tRNA methyltransferase; two forms of the protein are made by alternative translation starts; localizes to both the nucleus and mitochondrion to produce the modified base N2,N2-dimethylguanosine in tRNAs in both compartments"	17	2550.79	1114.6	880.28	725.591	1379.77	968.547	1622.82	1954.23	842.69	698.048
YDR121W	DPB4	Shared subunit of DNA polymerase (II) epsilon and of ISW2/yCHRAC chromatin accessibility complex; involved in both chromosomal DNA replication and in inheritance of telomeric silencing	4	332.375	537.949	493.177	484.5	351.74	552.915	318.623	317.758	504.186	545.312
YDR122W	KIN1	Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; closely related to Kin2p	25	2378.29	2609.6	3037.23	4065.94	2394.75	2645.59	2557.67	2559.64	2336.67	2860.32
YDR125C	ECM18	"Protein of unknown function, similar to Rlp24p"	3	369.94	244.91	217.234	216.728	297.046	277.832	377.605	347.841	305.926	213.034
YDR127W	ARO1	"Pentafunctional arom protein, catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids"	71	8709.12	6555.54	6787.66	4700.39	4551.42	8655.95	13251.9	14440	5618.95	4060.11
YDR128W	MTC5	"Subunit of the SEA (Seh1-associated) complex, a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; mtc5 is synthetically sick with cdc13-1"	3	152.138	120.262	120.136	53.5364	107.402	180.448	263.047	260.152	97.4279	57.298
YDR129C	SAC6	"Fimbrin, actin-bundling protein; cooperates with Scp1p (calponin/transgelin) in the organization and maintenance of the actin cytoskeleton"	28	2739.18	1652.66	1852.08	1718.31	1383.7	2632.9	4765.87	4875.37	1616.98	1472.2
YDR135C	YCF1	"Vacuolar glutathione S-conjugate transporter of the ATP-binding cassette family, has a role in detoxifying metals such as cadmium, mercury, and arsenite; also transports unconjugated bilirubin; similar to human cystic fibrosis protein CFTR"	28	2630.82	5342.21	3698.53	2758.39	4222.71	4525.86	3024.05	3198.47	3484.96	2767.46
YDR138W	HPR1	"Subunit of THO/TREX complexes that couple transcription elongation with mitotic recombination and with mRNA metabolism and export, subunit of an RNA Pol II complex; regulates lifespan; involved in telomere maintenance; similar to Top1p"	2	159.132	113.453	165.409	165.576	106.636	165.241	176.432	181.087	129.193	149.627
YDR141C	DOP1	"Golgi-localized, leucine-zipper domain containing protein; involved in endosome to Golgi transport, organization of the ER, establishing cell polarity, and morphogenesis; detected in highly purified mitochondria in high-throughput studies"	28	4537.28	3322.37	2942.93	2362.47	2960.89	4177.44	5037.61	5045.32	3625	2870.18
YDR142C	PEX7	Peroxisomal signal receptor for the N-terminal nonapeptide signal (PTS2) of peroxisomal matrix proteins; WD repeat protein; defects in human homolog cause lethal rhizomelic chondrodysplasia punctata (RCDP)	2	222.584	190.119	175.887	150.812	169.204	120.303	184.104	204.589	100.784	71.9413
YDR143C	SAN1	Ubiquitin-protein ligase; involved in the proteasome-dependent degradation of aberrant nuclear proteins; targets substrates with regions of exposed hydrophobicity containing 5 or more contiguous hydrophobic residues; contains intrinsically disordered regions that contribute to substrate recognition	1	98.422	167.251	106.109	69.424	114.665	108.812	71.1094	76.4339	106.586	74.5354
YDR145W	TAF12	"Subunit (61/68 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H2A"	2	195.125	185.698	182.649	147.284	127.704	194.707	248.103	241.784	179.16	164.065
YDR148C	KGD2	"Dihydrolipoyl transsuccinylase, component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes the oxidative decarboxylation of alpha-ketoglutarate to succinyl-CoA in the TCA cycle; phosphorylated"	107	11111.8	10403.9	11828.7	12147.3	10881.6	8869.93	9490.3	8755.59	10503.6	9199.63
YDR150W	NUM1	"Protein required for nuclear migration, localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex"	29	1105.97	2599.73	3391.03	4295.7	2133.81	3205.01	1393.68	1308.32	2407.78	3955.96
YDR152W	GIR2	Highly-acidic cytoplasmic RWD domain-containing protein of unknown function; forms a complex with Rbg2p; interacts with Rbg1p and Gcn1p; associates with translating ribosomes; putative intrinsically unstructured protein	4	755.436	420.974	430.992	231.743	301.096	679.182	1525.06	1481.5	353.276	215.515
YDR153C	ENT5	"Protein containing an N-terminal epsin-like domain involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p, clathrin adaptor complex AP-1, and clathrin"	9	1222.33	809.049	920.112	524.703	686.032	1215.45	941.509	1079.46	1087.64	613.903
YDR155C	CPR1	"Cytoplasmic peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; binds the drug cyclosporin A"	21	931.939	2759.61	2468.63	2284.42	2204.61	3058.14	1548.26	1483.61	2305.2	2308.21
YDR158W	HOM2	"Aspartic beta semi-aldehyde dehydrogenase, catalyzes the second step in the common pathway for methionine and threonine biosynthesis; expression regulated by Gcn4p and the general control of amino acid synthesis"	8	292.846	552.829	641.364	325.25	375.775	578.304	356.21	303.834	487.993	350.063
YDR159W	SAC3	Nuclear pore-associated protein; required for biogenesis of the small ribosomal subunit; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay	4	258.554	281.001	297.341	421.833	360.327	346.238	285.124	333.882	375.154	505.435
YDR161W	YDR161W	Putative protein of unknown function; non-essential gene; proposed function in rRNA and ribosome biosynthesis based on transcriptional co-regulation; genetic interactions suggest a role in ER-associated protein degradation (ERAD)	1	56.0025	79.7542	78.3255	57.5068	49.663	98.0467	82.4147	75.1855	65.6745	46.3129
YDR163W	CWC15	"Non-essential protein involved in pre-mRNA splicing, component of a complex containing Cef1p; has similarity to S. pombe Cwf15p"	1	27.7704	37.0033	31.7174	37.9303	28.7024	40.6535	28.4923	32.8917	28.7974	36.2693
YDR164C	SEC1	Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function	9	811.844	828.481	998.496	1225.22	785.81	916.254	978.273	836.606	791.911	1005.2
YDR165W	TRM82	Subunit of a tRNA methyltransferase complex composed of Trm8p and Trm82p that catalyzes 7-methylguanosine modification of tRNA	2	55.5602	76.8487	78.1965	28.4673	63.4879	80.9121	64.4383	52.3047	67.4818	42.0326
YDR166C	SEC5	"Essential 107kDa subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which has the essential function of mediating polarized targeting of secretory vesicles to active sites of exocytosis"	9	589.493	514.582	629.034	774.158	459.462	680.167	893.716	837.312	479.601	757.124
YDR167W	TAF10	"Subunit (145 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification"	2	38.5052	89.9475	93.841	144.802	50.8255	97.9508	39.8944	47.4233	111.891	150.131
YDR168W	CDC37	Essential Hsp90p co-chaperone; necessary for passage through the START phase of the cell cycle; stabilizes protein kinase nascent chains and participates along with Hsp90p in their folding	3	210.059	455.667	536.421	234.862	259.251	423.833	269.448	230.68	346.318	209.086
YDR169C	STB3	"Ribosomal RNA processing element (RRPE)-binding protein involved in the glucose-induced transition from quiescence to growth; restricted to nucleus in quiescent cells, released into cytoplasm after glucose repletion; binds Sin3p"	1	78.0527	43.2964	50.0651	43.8986	46.2735	60.8939	73.9848	83.8335	76.0087	78.1059
YDR170C	SEC7	"Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors involved in proliferation of the Golgi, intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles"	4	594.521	238.453	178.863	124.979	236.494	429.122	889.252	916.492	223.8	164.764
YDR171W	HSP42	Small heat shock protein (sHSP) with chaperone activity; forms barrel-shaped oligomers that suppress unfolded protein aggregation; involved in cytoskeleton reorganization after heat shock	10	693.368	1506.57	1995.23	1826.42	1000.07	1956.87	907.71	1007.32	1245.54	1467.76
YDR172W	SUP35	"Translation termination factor eRF3, has a role in mRNA deadenylation and decay; altered protein conformation creates the [PSI(+)] prion that alters translational fidelity and results in a nonsense suppressor phenotype"	24	4193.49	4159.33	3126.97	2112.98	2601.21	4719.69	5550.03	6436.43	2551.53	2013.39
YDR174W	HMO1	"Chromatin associated high mobility group (HMG) family member involved in genome maintenance; rDNA-binding component of the Pol I transcription system; associates with a 5'-3' DNA helicase and Fpr1p, a prolyl isomerase"	4	125.917	367.671	393.53	509.162	142.075	429.923	157.368	164.007	506	619.92
YDR175C	RSM24	Mitochondrial ribosomal protein of the small subunit	39	4425.23	3539.9	4237.06	4609.06	5317.26	3579.84	4231.77	3970.6	4931.89	4455.93
YDR176W	NGG1	"Transcriptional regulator involved in glucose repression of Gal4p-regulated genes; component of transcriptional adaptor and histone acetyltransferase complexes, the ADA complex, the SAGA complex, and the SLIK complex"	5	142.695	178.836	153.482	287.197	126.606	207.378	167.039	196.777	196.09	302.845
YDR177W	UBC1	Ubiquitin-conjugating enzyme that mediates selective degradation of short-lived and abnormal proteins; plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD); component of the cellular stress response	7	634.939	754.353	801.161	340.259	473.313	891.496	934.938	868.177	734.578	418.753
YDR178W	SDH4	"Membrane anchor subunit of succinate dehydrogenase (Sdh1p, Sdh2p, Sdh3p, Sdh4p), which couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain"	29	4565.42	2873.71	3190.25	5063.2	4317.68	3690.98	3732.33	4583.02	4260.46	5902.6
YDR179C	CSN9	"Subunit of the Cop9 signalosome, which is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin); involved in adaptation to pheromone signaling"	1	44.6756	30.8037	39.8468	29.2512	36.797	47.7518	82.5367	70.7318	34.6592	27.2054
YDR182W	CDC1	Putative lipid phosphatase of the endoplasmic reticulum; shows Mn2+ dependence and may affect Ca2+ signaling; mutants display actin and general growth defects and pleiotropic defects in cell cycle progression and organelle distribution	9	2479.65	1843.21	995.403	657.066	1439.13	1610.88	1820.65	2108.1	966.575	785.19
YDR185C	UPS3	Mitochondrial protein of unknown function; similar to Ups1p and Ups2p which are involved in regulation of mitochondrial cardiolipin and phosphatidylethanolamine levels; null is viable but interacts synthetically with ups1 and ups2 mutations	3	223.639	153.264	150.021	212.003	245.265	110.79	157.416	148.365	150.108	167.469
YDR188W	CCT6	"Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif"	12	3020.29	1410.87	909.658	569.923	1315.12	2180.74	3399.91	3781.21	1036.86	507.584
YDR189W	SLY1	Hydrophilic protein involved in vesicle trafficking between the ER and Golgi; SM (Sec1/Munc-18) family protein that binds the tSNARE Sed5p and stimulates its assembly into a trans-SNARE membrane-protein complex	9	990.814	685.005	738.529	942.331	669.503	918.362	1341.8	1305.84	655.767	764.701
YDR190C	RVB1	Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as pontin; member of the RUVB-like protein family	19	4319.84	2568.11	2098.92	1274.53	1986.31	3241.96	5842.63	6360.63	1774.73	1286.96
YDR192C	NUP42	"Subunit of the nuclear pore complex (NPC) that localizes exclusively to the cytoplasmic side; involved in RNA export, most likely at a terminal step; interacts with Gle1p"	1	11.1047	13.8827	31.7187	28.7147	20.0218	28.221	11.5961	14.0893	38.2303	54.034
YDR194C	MSS116	DEAD-box protein required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing	59	8350.57	5861.18	6508.06	8763.99	8160.21	5491.04	6927.76	6777.2	8083.56	9509.46
YDR195W	REF2	"RNA-binding protein involved in the cleavage step of mRNA 3'-end formation prior to polyadenylation, and in snoRNA maturation; part of holo-CPF subcomplex APT, which associates with 3'-ends of snoRNA- and mRNA-encoding genes"	1	26.6239	60.6849	52.4833	73.7479	26.1132	68.2951	44.9041	46.455	51.0185	66.9841
YDR196C	CAB5	Probable dephospho-CoA kinase (DPCK) that catalyzes the last step in coenzyme A biosynthesis; null mutant lethality is complemented by E. coli coaE (encoding DPCK); detected in purified mitochondria in high-throughput studies	9	1635.98	1161.38	912.46	711.699	1203.63	1200.11	1333.64	1384.81	879.339	676.646
YDR197W	CBS2	"Mitochondrial translational activator of the COB mRNA; interacts with translating ribosomes, acts on the COB mRNA 5'-untranslated leader"	15	2908.1	1749.13	2189.55	2855.08	2575.6	1970.73	2117.34	2218.79	2729.17	3331.79
YDR198C	RKM2	"Ribosomal protein lysine methyltransferase, responsible for trimethylation of the lysine residue at position 3 of Rpl12Ap and Rpl12Bp"	2	125.867	36.8185	52.4731	35.2208	49.5504	130.711	396.525	359.855	95.84	45.8774
YDR200C	VPS64	Protein required for cytoplasm to vacuole targeting of proteins; forms a complex with Far3p and Far7p to Far11p involved in recovery from pheromone-induced cell cycle arrest; mutant has increased aneuploidy tolerance	5	159.222	250.176	302.254	362.428	197.077	268.741	154.719	138.194	311.548	368.484
YDR202C	RAV2	"Subunit of RAVE (Rav1p, Rav2p, Skp1p), a complex that associates with the V1 domain of the vacuolar membrane (H+)-ATPase (V-ATPase) and promotes assembly and reassembly of the holoenzyme"	2	260.105	136.702	119.526	51.3562	124.101	165.375	239.24	249.577	112.886	35.8127
YDR204W	COQ4	"Protein with a role in ubiquinone (Coenzyme Q) biosynthesis, possibly functioning in stabilization of Coq7p; located on the matrix face of the mitochondrial inner membrane; component of a mitochondrial ubiquinone-synthesizing complex"	9	799.373	433.776	622.254	893.073	776.531	577.103	607.947	582.523	824.642	1169.63
YDR205W	MSC2	"Member of the cation diffusion facilitator family, localizes to the endoplasmic reticulum and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombination between homologous chromatids"	3	215.391	224.963	200.249	156.442	168.413	213.708	193.344	192.313	187.293	151.832
YDR206W	EBS1	Protein involved in inhibition of translation and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with Nam7p; localizes to P-bodies upon glucose starvation; mRNA abundance regulated by mRNA decay factors	2	58.8168	50.323	47.7343	48.6358	46.5582	63.3116	77.9923	78.8052	49.1959	45.6766
YDR207C	UME6	"Key transcriptional regulator of early meiotic genes, binds URS1 upstream regulatory sequence, couples metabolic responses to nutritional cues with initiation and progression of meiosis, forms complex with Ime1p, and also with Sin3p-Rpd3p"	2	298.542	156.776	138.226	157.082	179.579	135.468	194.953	211.112	206.373	157.531
YDR208W	MSS4	"Phosphatidylinositol-4-phosphate 5-kinase, involved in actin cytoskeleton organization and cell morphogenesis; multicopy suppressor of stt4 mutation"	3	113.764	157.655	155.705	181.659	145.535	176.836	127.523	110.5	220.847	209.944
YDR211W	GCD6	"Catalytic epsilon subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression"	1	42.002	52.443	45.4577	28.6615	41.1641	56.6634	62.0909	65.3137	33.066	21.941
YDR212W	TCP1	"Alpha subunit of chaperonin-containing T-complex, which mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein"	12	2163.09	1157.82	931.111	639.528	1227.47	1673.75	2147.21	2377.23	1024.16	719.102
YDR214W	AHA1	Co-chaperone that binds to Hsp82p and activates its ATPase activity; similar to Hch1p; expression is regulated by stresses such as heat shock	15	2537.85	1804.26	1585.48	824.999	1429.1	2401.11	3163.33	3224.08	1734.43	903.994
YDR216W	ADR1	"Carbon source-responsive zinc-finger transcription factor, required for transcription of the glucose-repressed gene ADH2, of peroxisomal protein genes, and of genes required for ethanol, glycerol, and fatty acid utilization"	9	1890.8	1247.11	1031.61	949.018	1289.97	1930.16	1809.17	2210.82	1570.87	1320.43
YDR221W	GTB1	"Glucosidase II beta subunit, forms a complex with alpha subunit Rot2p, involved in removal of two glucose residues from N-linked glycans during glycoprotein biogenesis in the ER"	26	3596.18	4159.16	4297.72	3888.29	3465.18	3244.33	2645.66	2516.41	3378.71	3924.88
YDR224C	HTB1	"Histone H2B, core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB2; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates transcriptional activation, meiotic DSB formation and H3 methylation"	1	173.46	94.0826	120.372	128.991	76.8553	120.159	116.502	160.405	112.936	187.699
YDR226W	ADK1	"Adenylate kinase, required for purine metabolism; localized to the cytoplasm and the mitochondria; lacks cleavable signal sequence"	41	3602.37	6752.36	7762.21	5472.61	5917.73	8366.87	4521.57	4382.98	7928.78	6382.27
YDR227W	SIR4	"Silent information regulator that, together with SIR2 and SIR3, is involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; potentially phosphorylated by Cdc28p; some alleles of SIR4 prolong lifespan"	1	110.908	83.0848	108.352	122.576	98.006	65.4874	84.0605	77.4636	88.6324	117.279
YDR229W	IVY1	"Phospholipid-binding protein that interacts with both Ypt7p and Vps33p, may partially counteract the action of Vps33p and vice versa, localizes to the rim of the vacuole as cells approach stationary phase"	5	251.446	366.167	325.371	287.04	324.993	430.822	337.675	304.335	307.268	283.797
YDR231C	COX20	"Mitochondrial inner membrane protein, required for proteolytic processing of Cox2p and its assembly into cytochrome c oxidase"	20	3178.59	2801.14	3150.92	4334.08	3999.1	2725.17	2687.57	2712.31	3930.85	4594.31
YDR232W	HEM1	"5-aminolevulinate synthase, catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p"	14	2611.22	3293.8	3417.37	5381.2	4264.66	2803.25	2901.03	2597.68	4581.67	6590.11
YDR233C	RTN1	"ER membrane protein that interacts with Sey1p to maintain ER morphology; interacts with exocyst subunit Sec6p, with Yip3p, and with Sbh1p; null mutant has an altered ER morphology; member of the RTNLA (reticulon-like A) subfamily"	33	6749.53	7816	8947.54	9262.65	6136.01	8971.68	6572.29	6894	6582.56	8347.73
YDR234W	LYS4	"Homoaconitase, catalyzes the conversion of homocitrate to homoisocitrate, which is a step in the lysine biosynthesis pathway"	19	1691.34	2161.03	2749.17	3120.85	2607.88	1815.43	1887.99	1533.1	2680.52	3044.09
YDR236C	FMN1	"Riboflavin kinase, phosphorylates riboflavin to form riboflavin monophosphate (FMN), which is a necessary cofactor for many enzymes; localizes to microsomes and to the mitochondrial inner membrane"	12	1661.31	2320.14	2373.8	1315.3	1583.97	2024.58	1665.8	1840.06	2077.49	1597.29
YDR237W	MRPL7	Mitochondrial ribosomal protein of the large subunit	17	3022.87	2154.61	2248.28	2936.87	2766.9	1877.58	2429.77	2540.67	2726.68	2819.55
