Protein Id	Gene Symbol	Description	Number of peptides	2726_1	2726_2	2726_3	2726_4	2726_5	2995_1	2995_2	2995_3	2995_6	2995_7 
YER044C	ERG28	"Endoplasmic reticulum membrane protein, may facilitate protein-protein interactions between the Erg26p dehydrogenase and the Erg27p 3-ketoreductase and/or tether these enzymes to the ER, also interacts with Erg6p"	13	13.4299	11.1244	9.5851	7.72319	10.4357	11.0358	9.70048	11.9725	8.56783	6.42506
YER046W	SPO73	"Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensible for both nuclear divisions during meiosis"	1	12.1293	11.1351	9.69327	8.66175	9.4779	10.3744	10.8553	10.3743	9.4955	7.80311
YER047C	SAP1	"Putative ATPase of the AAA family, interacts with the Sin1p transcriptional repressor in the two-hybrid system"	10	9.61158	9.43243	9.0512	11.2328	10.3131	9.20198	8.76849	8.60369	9.35513	14.4297
YER048C	CAJ1	"Nuclear type II J heat shock protein of the E. coli dnaJ family, contains a leucine zipper-like motif, binds to non-native substrates for presentation to Ssa3p, may function during protein translocation, assembly and disassembly"	25	10.0824	12.2671	9.2315	9.28569	9.5368	11.3726	10.4177	10.5655	8.33193	8.90872
YER048W-A	ISD11	Protein required for mitochondrial iron-sulfur cluster biosynthesis	14	11.1834	6.43101	8.94082	12.6423	10.4056	7.42942	7.32263	7.34548	11.5044	16.7949
YER049W	TPA1	"Poly(rA)-binding protein involved in translation termination efficiency, mRNA poly(A) tail length and mRNA stability; interacts with Sup45p (eRF1), Sup35p (eRF3) and Pab1p; similar to prolyl 4-hydroxylases; binds Fe(III) and 2-oxoglutarate"	5	12.0113	7.64713	6.80264	5.44418	6.85035	11.2098	19.1998	20.0838	5.82986	4.92123
YER050C	RSM18	"Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S18 ribosomal protein"	18	10.0933	8.35611	9.08393	11.3294	11.0634	8.22995	9.75146	9.48949	10.239	12.364
YER052C	HOM3	Aspartate kinase (L-aspartate 4-P-transferase); cytoplasmic enzyme that catalyzes the first step in the common pathway for methionine and threonine biosynthesis; expression regulated by Gcn4p and the general control of amino acid synthesis	13	13.4087	3.5599	3.46191	2.23091	3.86594	9.26309	27.8041	29.4985	3.9346	2.97232
YER053C	PIC2	"Mitochondrial phosphate carrier, imports inorganic phosphate into mitochondria; functionally redundant with Mir1p but less abundant than Mir1p under normal conditions; expression is induced at high temperature"	61	13.4423	8.31131	8.01493	9.28645	11.0719	8.7756	10.6024	11.3445	9.76886	9.38174
YER055C	HIS1	"ATP phosphoribosyltransferase, a hexameric enzyme, catalyzes the first step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control"	2	8.27661	13.3558	10.982	5.97481	8.39639	15.0791	10.9664	8.58871	11.9311	6.4492
YER056C	FCY2	"Purine-cytosine permease, mediates purine (adenine, guanine, and hypoxanthine) and cytosine accumulation"	2	11.3695	11.6683	6.61234	5.5889	11.1262	13.0111	12.0987	13.8774	8.76096	5.88647
YER056C-A	RPL34A	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl34Bp and has similarity to rat L34 ribosomal protein"	7	10.6982	12.5952	11.2513	7.23859	10.0524	12.5161	10.4966	10.3298	8.8191	6.00274
YER057C	HMF1	"Member of the p14.5 protein family with similarity to Mmf1p, functionally complements Mmf1p function when targeted to mitochondria; heat shock inducible; high-dosage growth inhibitor; forms a homotrimer in vitro"	3	5.8857	9.73554	14.594	8.50682	8.89979	14.6613	5.91778	5.84956	15.532	10.4175
YER058W	PET117	Protein required for assembly of cytochrome c oxidase	13	7.8971	8.88923	9.79148	13.0347	12.0101	7.75335	7.75666	6.61901	11.3664	14.8819
YER059W	PCL6	Pho85p cyclin of the Pho80p subfamily; forms the major Glc8p kinase together with Pcl7p and Pho85p; involved in the control of glycogen storage by Pho85p; stabilized by Elongin C binding	1	12.7833	7.45433	6.81995	7.62966	9.18841	8.37505	15.9926	15.3584	7.63177	8.76665
YER061C	CEM1	Mitochondrial beta-keto-acyl synthase with possible role in fatty acid synthesis; required for mitochondrial respiration	19	7.66759	8.42087	11.3855	11.8085	10.3344	9.23756	9.18546	7.75191	11.3321	12.8761
YER062C	HOR2	"One of two redundant DL-glycerol-3-phosphatases (RHR2/GPP1 encodes the other) involved in glycerol biosynthesis; induced in response to hyperosmotic stress and oxidative stress, and during the diauxic transition"	4	4.78828	11.8882	13.3883	10.7424	9.05773	13.4413	6.8675	6.10405	11.1939	12.5282
YER063W	THO1	"Conserved nuclear RNA-binding protein; specifically binds to transcribed chromatin in a THO- and RNA-dependent manner, genetically interacts with shuttling hnRNP NAB2; overproduction suppresses transcriptional defect caused by hpr1 mutation"	6	10.8861	10.6805	10.031	7.38881	8.09588	12.2541	11.0126	11.5309	9.50964	8.61044
YER065C	ICL1	"Isocitrate lyase, catalyzes the formation of succinate and glyoxylate from isocitrate, a key reaction of the glyoxylate cycle; expression of ICL1 is induced by growth on ethanol and repressed by growth on glucose"	28	6.13196	11.6727	12.8115	5.77742	6.69425	17.1178	9.3933	9.10741	13.8045	7.48916
YER067W	RGI1	Protein of unknown function involved in energy metabolism under respiratory conditions; protein abundance is increased upon intracellular iron depletion	9	6.10811	15.3856	14.1445	6.66814	7.56802	17.0141	7.63528	7.78659	10.9057	6.78396
YER068W	MOT2	"Subunit of the CCR4-NOT complex, which has roles in transcription regulation, mRNA degradation, and post-transcriptional modifications; with Ubc4p, ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p"	4	7.64711	10.8725	12.2775	9.23144	7.41147	12.7566	8.37699	10.1902	11.3888	9.84724
YER069W	"ARG5,6"	"Protein that is processed in the mitochondrion to yield acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase, which catalyze the 2nd and 3rd steps in arginine biosynthesis; enzymes form a complex with Arg2p"	64	6.32811	8.88289	11.6182	12.8446	10.9764	9.17401	8.53984	6.76751	11.9863	12.8821
YER070W	RNR1	"Major isoform of the large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits"	11	19.6644	9.54541	4.56129	3.58524	11.8871	8.99834	17.1453	15.5492	5.38372	3.67992
YER071C	TDA2	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; null mutant is sensitive to expression of the top1-T722A allele	1	4.74206	11.1371	15.0829	15.6318	6.6982	11.515	6.32457	6.16853	8.76851	13.9313
YER072W	VTC1	"Subunit of the vacuolar transporter chaperone (VTC) complex involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion; also has mRNA binding activity"	2	10.591	13.5505	8.22979	4.96515	13.9451	11.733	9.93685	13.59	7.46523	5.99343
YER073W	ALD5	"Mitochondrial aldehyde dehydrogenase, involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; utilizes NADP+ as the preferred coenzyme; constitutively expressed"	68	6.46054	8.94767	10.946	13.8993	11.792	8.71638	8.51938	6.73097	11.0298	12.958
YER074W	RPS24A	Protein component of the small (40S) ribosomal subunit; identical to Rps24Bp and has similarity to rat S24 ribosomal protein	10	9.41462	11.9462	12.0191	8.38545	9.57051	13.5799	10.0041	9.41243	9.00946	6.65825
YER074W-A	YOS1	"Integral membrane protein required for ER to Golgi transport; localized to the Golgi, the ER, and COPII vesicles; interacts with Yip1p and Yif1p"	2	13.093	9.74362	10.4024	7.49702	9.89231	10.1507	9.05806	9.98345	9.9231	10.2564
YER077C	YER077C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport	18	12.5084	7.19267	8.89345	12.5102	10.6599	7.48091	9.23241	9.03553	10.033	12.4536
YER078C	ICP55	"Mitochondrial aminopeptidase; cleaves the N termini of at least 38 imported proteins after cleavage by the mitochondrial processing peptidase (MPP), thereby increasing their stability; member of the aminopeptidase P family"	19	4.85188	9.82588	11.5604	14.0395	12.5365	9.13447	7.39426	5.84524	11.6497	13.1622
YER079W	YER079W	Putative protein of unknown function	3	7.93156	11.3966	14.7544	7.90873	7.11469	12.0968	9.10854	8.69239	11.8312	9.16514
YER080W	AIM9	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss"	83	5.73248	8.69892	11.2561	15.0277	11.1411	8.75765	7.30365	5.9378	11.0333	15.1113
YER081W	SER3	"3-phosphoglycerate dehydrogenase, catalyzes the first step in serine and glycine biosynthesis; isozyme of Ser33p"	10	9.00347	10.6725	9.7548	5.2769	7.72176	13.6524	14.0423	13.1857	10.6306	6.05954
YER082C	UTP7	"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"	2	14.8842	10.4568	9.54338	8.21459	8.37009	10.1259	10.3601	11.7048	7.7622	8.5779
YER083C	GET2	Subunit of the GET complex; involved in insertion of proteins into the ER membrane; required for the retrieval of HDEL proteins from the Golgi to the ER in an ERD2 dependent fashion and for meiotic nuclear division	3	6.63763	11.1425	14.5487	16.8236	8.33347	12.5078	4.86949	4.91623	9.88799	10.3325
YER086W	ILV1	"Threonine deaminase, catalyzes the first step in isoleucine biosynthesis; expression is under general amino acid control; ILV1 locus exhibits highly positioned nucleosomes whose organization is independent of known ILV1 regulation"	75	5.47106	8.10695	10.5711	13.2694	10.953	9.13485	8.02634	7.05215	12.1603	15.2548
YER087C-B	SBH1	Beta subunit of the Sec61p ER translocation complex (Sec61p-Sss1p-Sbh1p); involved in protein translocation into the endoplasmic reticulum; interacts with the exocyst complex and also with Rtn1p; homologous to Sbh2p	3	4.11586	10.6168	15.4564	15.7765	7.60937	10.8102	4.07802	3.86929	10.9088	16.7588
YER087W	AIM10	Protein with similarity to tRNA synthetases; non-tagged protein is detected in purified mitochondria; null mutant is viable and displays elevated frequency of mitochondrial genome loss	34	11.654	8.02604	9.30114	11.6636	10.6326	7.25707	9.44967	9.49275	10.5113	12.0117
YER089C	PTC2	Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p to limit maximal osmostress induced kinase activity; dephosphorylates Ire1p to downregulate the unfolded protein response; dephosphorylates Cdc28p; inactivates the DNA damage checkpoint	6	6.42198	12.5664	12.621	6.44963	8.3976	14.4169	10.623	10.1212	10.8991	7.48308
YER090W	TRP2	"Anthranilate synthase, catalyzes the initial step of tryptophan biosynthesis, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp3p"	13	7.5444	13.1917	13.4133	6.54836	8.45169	14.4288	10.2643	9.14098	10.9295	6.08693
YER091C	MET6	"Cobalamin-independent methionine synthase, involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate, similar to bacterial metE homologs"	38	6.54965	12.1243	14.3399	7.71977	9.09392	14.3763	7.9623	7.23653	12.2429	8.35445
YER093C	TSC11	"Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p), a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; involved in sphingolipid metabolism; contains a RasGEFN domain"	9	9.71296	9.66134	9.41447	9.72275	8.67331	11.716	10.0663	9.69491	10.8956	10.4424
YER093C-A	AIM11	Protein of unknown function; null mutant is viable but shows increased loss of mitochondrial genome and synthetic interaction with prohibitin (phb1); contains an intron	4	9.99088	8.07543	8.34491	10.0376	11.1639	8.90481	9.148	8.76595	11.5286	14.0399
YER094C	PUP3	Beta 3 subunit of the 20S proteasome involved in ubiquitin-dependent catabolism; human homolog is subunit C10	1	11.265	10.4277	10.3834	8.52903	8.87621	11.9689	11.5309	11.9171	9.00045	6.10122
YER098W	UBP9	"Ubiquitin carboxyl-terminal hydrolase, ubiquitin-specific protease that cleaves ubiquitin-protein fusions"	1	17.3361	5.56992	4.97077	8.02579	8.04484	10.6442	15.5906	19.9846	5.07123	4.76207
YER099C	PRS2	"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes"	7	18.5566	10.9824	6.71667	4.07244	11.1581	9.46827	13.7916	13.4861	7.42172	4.34601
YER101C	AST2	"Protein that may have a role in targeting of plasma membrane [H+]ATPase (Pma1p) to the plasma membrane, as suggested by analysis of genetic interactions"	14	8.59817	10.9956	10.8577	9.29705	8.7269	11.8686	9.8479	8.80015	11.5465	9.46151
YER103W	SSA4	Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation	10	5.44912	13.0806	17.1556	6.32079	12.3554	13.0894	9.21863	7.1891	12.8935	3.24798
YER105C	NUP157	"Abundant subunit of the nuclear pore complex (NPC), present on both sides of the NPC; has similarity to Nup170p; essential role, with Nup170p, in NPC assembly"	39	10.5134	12.3249	12.7745	6.07284	8.59025	11.0906	9.92133	11.1511	11.1249	6.43619
YER107C	GLE2	Component of the Nup82 subcomplex of the nuclear pore complex; required for polyadenylated RNA export but not for protein import; homologous to S. pombe Rae1p	4	8.26125	8.64768	11.2562	8.0013	8.45024	11.5717	8.63097	10.2527	14.1992	10.7287
YER110C	KAP123	"Karyopherin beta, mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore, nucleus, and cytoplasm; exhibits genetic interactions with RAI1"	12	8.24582	11.5353	10.5688	8.14826	7.35045	13.2054	11.7421	12.0764	9.07736	8.05005
YER111C	SWI4	"DNA binding component of the SBF complex (Swi4p-Swi6p), a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair"	1	12.9404	5.49505	6.7599	7.26921	5.14195	9.13539	18.7849	18.7297	7.11118	8.63236
YER112W	LSM4	"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA"	4	10.2986	11.2096	9.73376	10.8265	6.69555	11.642	9.86128	10.9924	7.82334	10.9171
YER113C	TMN3	Protein with a role in cellular adhesion and filamentous growth; similar to Emp70p and Tmn2p; member of Transmembrane Nine family with 9 transmembrane segments; localizes to Golgi; induced by 8-methoxypsoralen plus UVA irradiation	13	11.5389	10.978	8.47766	9.4283	10.0505	10.5856	9.76722	11.0531	8.20737	9.91333
YER114C	BOI2	"Protein implicated in polar growth, functionally redundant with Boi1p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain"	9	13.8669	9.09992	7.55807	6.81098	8.74842	10.2598	13.6792	14.3695	8.09093	7.51619
YER118C	SHO1	"Transmembrane osmosensor involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol response pathway; phosphorylated by Hog1p; interacts with Pbs2p, Msb2p, Hkr1p, and Ste11p"	1	12.1077	10.8847	9.17803	8.60805	10.5559	10.0186	9.85686	9.68814	10.5073	8.59472
YER119C	AVT6	Vacuolar aspartate and glutamate exporter; member of a family of seven genes (AVT1-7) related to vesicular GABA-glycine transporters; involved in compartmentalizing acidic amino acids in response to nitrogen starvation	2	13.0015	12.613	6.66092	6.53699	12.1188	10.5276	10.7295	13.0712	7.2054	7.5351
YER120W	SCS2	"Integral ER membrane protein that regulates phospholipid metabolism via an interaction with the FFAT motif of Opi1p, also involved in telomeric silencing, disruption causes inositol auxotrophy above 34 degrees C, VAP homolog"	17	3.87122	11.1127	14.2237	24.416	6.70736	10.0263	4.9415	4.43341	8.85718	11.4106
YER122C	GLO3	"ADP-ribosylation factor GTPase activating protein (ARF GAP), involved in ER-Golgi transport; shares functional similarity with Gcs1p"	6	10.9733	11.3026	11.5221	8.06054	8.58572	12.6248	10.0384	10.3998	9.79317	6.6996
YER123W	YCK3	"Palmitoylated, vacuolar membrane-localized casein kinase I isoform; negatively regulates vacuole fusion during hypertonic stress via phosphorylation of Vps41p; shares essential functions with Hrr25p; regulates vesicle fusion in AP-3 pathway"	6	7.94546	10.4616	10.3043	8.22026	9.13769	12.3599	11.247	11.3596	10.1874	8.77681
YER125W	RSP5	"E3 ubiquitin ligase of the NEDD4 family; involved in regulating many cellular processes including MVB sorting, heat shock response, transcription, endocytosis, and ribosome stability; human homolog is involved in Liddle syndrome; mutant tolerates aneuploidy"	22	10.6436	10.3002	9.91653	8.71229	9.07855	11.18	12.1029	11.832	8.53319	7.70077
YER127W	LCP5	Essential protein involved in maturation of 18S rRNA; depletion leads to inhibited pre-rRNA processing and reduced polysome levels; localizes primarily to the nucleolus	1	9.03954	11.0385	10.1801	12.4388	5.86451	12.3895	10.5743	10.0895	8.50897	9.87631
YER128W	VFA1	Protein that interacts with Vps4p and has a role in vacuolar sorting; localizes to endosomes in a Vps4-dependent manner; overexpression causes canavanine sensitivity and confers a partial class D vacuole morphology	2	5.97735	12.5029	10.0345	13.0955	8.62303	8.26373	6.57685	6.66801	8.62335	19.6348
YER129W	SAK1	"Upstream serine/threonine kinase for the SNF1 complex; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1, a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome"	3	12.6797	6.3064	6.14153	5.17677	7.56735	12.1036	17.3116	16.9347	9.06013	6.71818
YER132C	PMD1	"Protein with an N-terminal kelch-like domain, putative negative regulator of early meiotic gene expression; required, with Mds3p, for growth under alkaline conditions"	2	10.9117	10.8706	9.72478	10.4231	11.1738	8.60017	10.5936	10.5461	7.24078	9.91535
YER133W	GLC7	"Type 1 serine/threonine protein phosphatase catalytic subunit, involved in many processes (eg: glycogen metabolism, sporulation, mitosis); accumulates at mating projections by interaction with Afr1p; interacts with many regulatory subunits"	7	10.1376	9.00799	9.56688	8.09483	7.3202	11.5142	13.4856	14.6185	9.08905	7.16511
YER134C	YER134C	"Magnesium-dependent acid phosphatase, member of the haloacid dehalogenase superfamily; non-essential gene"	2	17.761	11.3579	10.5458	4.84545	10.9037	9.0063	12.3224	10.8332	9.47587	2.94849
YER136W	GDI1	"GDP dissociation inhibitor, regulates vesicle traffic in secretory pathways by regulating the dissociation of GDP from the Sec4/Ypt/rab family of GTP binding proteins"	31	21.5262	7.6731	6.48109	4.25375	7.4439	7.98906	15.2327	18.5713	6.15954	4.66936
YER138C	YER138C	"Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	45	15.772	9.71418	8.64384	6.85745	6.51166	9.16655	13.4894	15.7661	6.75792	7.32085
YER141W	COX15	"Protein required for the hydroxylation of heme O to form heme A, which is an essential prosthetic group for cytochrome c oxidase"	28	10.4269	8.20041	9.23245	10.9609	11.5683	8.52488	9.66635	9.17337	11.1596	11.0868
YER142C	MAG1	3-methyl-adenine DNA glycosylase involved in protecting DNA against alkylating agents; initiates base excision repair by removing damaged bases to create abasic sites that are subsequently repaired	1	11.6532	11.9959	12.1903	3.16005	6.36292	16.2012	15.4551	15.4574	4.90966	2.61427
YER143W	DDI1	"DNA damage-inducible v-SNARE binding protein with a role in suppression of protein secretion; may play a role in S-phase checkpoint control; has ubiquitin-associated (UBA), ubiquitin-like (UBL), and retroviral-like proteinase (RVP) domains"	6	8.78548	12.2513	12.407	4.31618	6.74749	15.0989	11.8826	13.1444	11.2288	4.13773
YER144C	UBP5	"Putative ubiquitin-specific protease, closest paralog of Doa4p but has no functional overlap; concentrates at the bud neck"	2	11.6963	7.96894	9.40328	7.93921	6.26023	9.97917	15.957	14.4442	9.78776	6.56396
YER145C	FTR1	High affinity iron permease involved in the transport of iron across the plasma membrane; forms complex with Fet3p; expression is regulated by iron	8	5.16264	11.4181	21.7111	7.97584	5.34122	16.6783	7.10908	6.53414	9.70216	8.36743
YER147C	SCC4	"Subunit of cohesin loading factor (Scc2p-Scc4p), a complex required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX"	3	11.8049	5.81785	5.99846	8.10795	6.52322	9.48628	18.9446	19.8847	5.52054	7.91155
YER148W	SPT15	"TATA-binding protein, general transcription factor that interacts with other factors to form the preinitiation complex at promoters, essential for viability"	1	11.2434	8.64117	7.00795	9.08759	8.24305	10.8475	12.843	13.2088	10.9884	7.88908
YER149C	PEA2	"Coiled-coil polarisome protein required for polarized morphogenesis, cell fusion, and low affinity Ca2+ influx; forms polarisome complex with Bni1p, Bud6p, and Spa2p; localizes to sites of polarized growth"	1	6.18854	7.69203	11.3729	17.6967	8.20964	9.98464	6.06207	6.46299	8.89646	17.434
YER151C	UBP3	Ubiquitin-specific protease that interacts with Bre5p to co-regulate anterograde and retrograde transport between the ER and Golgi; inhibitor of gene silencing; cleaves ubiquitin fusions but not polyubiquitin; also has mRNA binding activity	5	10.5497	7.84433	7.57781	8.32443	8.35699	10.3144	15.2202	16.6147	7.74155	7.45595
YER152C	YER152C	Protein with 2-aminoadipate transaminase activity; shares amino acid similarity with the aminotransferases Aro8p and Aro9p; YER152C is not an essential gene	2	8.29431	10.2148	11.7707	6.70231	7.70976	13.9215	11.0023	10.7042	11.5381	8.14201
YER153C	PET122	"Mitochondrial translational activator specific for the COX3 mRNA, acts together with Pet54p and Pet494p; located in the mitochondrial inner membrane"	7	12.5234	7.40433	8.47773	9.86502	10.857	9.15412	10.743	10.7258	10.3289	9.92079
YER154W	OXA1	"Mitochondrial inner membrane insertase, mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane, interacts with mitochondrial ribosomes; conserved from bacteria to animals"	38	13.074	7.30396	7.96008	10.373	11.5953	8.40095	9.76805	10.6052	9.92512	10.9943
YER155C	BEM2	Rho GTPase activating protein (RhoGAP) involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence	11	9.41321	7.77671	8.86626	9.26175	7.64235	10.9467	13.1772	13.0281	8.94751	10.9401
YER156C	YER156C	"Putative protein of unknown function; interacts with Hsp82p and copurifies with Ipl1p; expression is copper responsive and downregulated in strains deleted for MAC1, a copper-responsive transcription factor; similarity to mammalian MYG1"	3	7.93198	12.6012	12.8626	8.92225	9.86032	12.4201	6.8651	7.24248	11.853	9.44098
YER157W	COG3	"Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments"	3	14.6983	7.81156	7.31103	6.1858	9.01146	10.7732	15.4864	13.9893	7.64521	7.08775
YER159C	BUR6	Subunit of a heterodimeric NC2 transcription regulator complex with Ncb2p; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha	1	5.26228	7.92899	8.88227	12.1067	10.5355	14.098	8.07078	8.24159	12.5945	12.2794
YER161C	SPT2	"Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components, has similarity to mammalian HMG1 proteins"	3	7.77155	11.5084	11.0867	11.5756	8.04825	11.5763	8.18855	8.10735	9.77105	12.3663
YER162C	RAD4	"Protein that recognizes and binds damaged DNA (with Rad23p) during nucleotide excision repair; subunit of Nuclear Excision Repair Factor 2 (NEF2); also involved, with Rad23p, in turnover of ubiquitylated proteins"	1	18.0869	7.2031	7.5264	5.91568	9.45973	11.4193	11.774	14.9834	8.25419	5.37735
YER164W	CHD1	"Nucleosome remodeling factor that functions in regulation of transcription elongation; contains a chromo domain, a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes"	10	8.63782	8.423	8.74226	11.8666	9.02839	9.81394	9.77104	9.85837	10.2427	13.6158
YER165W	PAB1	"Poly(A) binding protein, part of the 3'-end RNA-processing complex, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G"	27	9.01252	10.6047	11.453	10.3354	7.20789	10.5795	10.6325	10.955	9.11827	10.1012
YER166W	DNF1	"Aminophospholipid translocase (flippase) that localizes primarily to the plasma membrane; contributes to endocytosis, protein transport and cell polarity; type 4 P-type ATPase"	24	11.6133	10.9741	9.19	9.00936	9.63736	12.0064	9.21358	9.65585	10.0195	8.68061
YER168C	CCA1	"ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus, cytosol, and mitochondrion are generated via the use of multiple transcriptional and translational start sites"	6	12.111	7.81035	8.50976	8.7733	10.5356	8.52889	12.222	12.9553	8.69064	9.86317
YER169W	RPH1	JmjC domain-containing histone demethylase; specifically demethylates H3K36 tri- and dimethyl modification states; associates with actively transcribed (RNA polymerase II) regions in vivo and specifically targets H3K36 in its trimethylation state as its substrate; transcriptional repressor of PHR1; Rph1p phosphorylation during DNA damage is under control of the MEC1-RAD53 pathway	2	8.89309	9.20629	10.0666	6.92314	5.62589	12.4196	14.7829	13.471	10.5545	8.05697
YER170W	ADK2	"Mitochondrial adenylate kinase, catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background"	11	13.0455	7.54656	8.08849	9.72276	14.5588	6.72425	8.22047	8.88211	11.7136	11.4974
YER171W	RAD3	"5' to 3' DNA helicase, involved in nucleotide excision repair and transcription; subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein; mutant has aneuploidy tolerance"	4	13.0178	7.52057	4.76269	4.37425	8.72985	10.4377	16.9721	21.9215	7.28331	4.98031
YER172C	BRR2	RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD	3	10.7339	7.5206	6.47763	5.5788	6.58297	11.1483	18.0615	21.4142	6.74474	5.7375
YER174C	GRX4	Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase; monothiol glutaredoxin subfamily member along with Grx3p and Grx5p; protects cells from oxidative damage; mutant has increased aneuploidy tolerance	4	7.67285	16.1296	9.98408	7.10792	8.68617	13.9358	8.60815	8.26657	12.5783	7.03059
YER175C	TMT1	"Trans-aconitate methyltransferase, cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate, an intermediate of the leucine biosynthetic pathway, and trans-aconitate, which inhibits the citric acid cycle"	2	7.73315	9.89446	15.6515	6.63416	8.22496	13.3036	9.26584	8.27041	12.4159	8.60598
YER176W	ECM32	"DNA dependent ATPase/DNA helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors, localized to polysomes"	2	4.70124	2.61682	3.33557	24.0545	5.29566	3.33591	4.58584	4.76972	10.9607	36.344
YER177W	BMH1	"14-3-3 protein, major isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling"	3	5.14674	14.1485	16.7475	9.7085	7.0859	14.8129	7.16593	6.30081	11.0703	7.813
YER178W	PDA1	"E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex, catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose"	100	8.02593	9.26291	10.0757	12.3506	11.0804	8.4332	9.09336	8.13818	10.9501	12.5896
YER182W	FMP10	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	62	13.4301	8.70047	7.8329	9.02284	11.7076	8.42306	10.5126	11.1432	9.71104	9.51613
